text,intent
Ba9la liha w lik,0
مخيبو لخرى,0
عتاه وهرتو البرنامج. ربي يوفقك.,1
Loolll mamestou,0
lee c bn raj3eet temshy 3aadi w 4 mo   mercii,1
ملا مناظر مقلبه....,0
je vous remercie très cher aymen pour votre réponse. je vais essayer ces alternatives que vous m'avez communiqué et je vous tiendrai au courant de la situation après.,1
enti raki fanena wte3jbi enas wenas t7ebek rabi ya7fdek,1
توفيق فكاهي و نقلوا برافو خاطر تحسوا شعبي و يحب يفرح الناس و المبادرة لعملها في الحبس منذكرش شكون عملها و لا حاول يخمم فاها,1
برجولية زوز بنات ينطبق عليهم مقولة يرحم ولدين الي رباهم,1
نكره جد ولديها ممسطها بفففف,0
برافو ملا بونو عتاه ل اكل الممثلة الى منعرش منين جبتوها و موقف بالنسبة الموضوع المثلية الجنسية يستحق التقدير و انا اساند احمد الاندلسي خاطر الشىء له من دينا و لا في تقاليدنا و يلزم يهز يعالجوهم الناس هاذم من باب الانسانية,1
جاهل و منافق,0
👿👿👿👿👿👿,0
كيما عودتنا ديما محترفة في خدمتها لذلك في كلمة الاحتراف,1
"""قليل الحياه  و كلب و طحن هرب خاطر الرحموني يكشف في الارهاب السياسي و الامني ما عجبتكمش الحقيقة يا اعلام الزبالة و يا شعب يا رخيص و تموت كان على شكون ينيك بلعصا _x000D_",0
محلا زينها مل تحفونة,1
خييييت,0
mch rajel w klb,0
3alamiya,1
Merdique ,0
Maset laset,0
hhhhhhhhhhhhh wlh mala ka3ba hedhaaaa byraasmyyy maalimmm,1
Maskina ou5tha :( masta li 7al9a pffff,0
Chma3neha hetha mech ser9a,0
منحط إخلاقيا,0
malla go3r,0
Ma5yebha INES elyoum,0
Mahleh w Rabi inajho,1
الي عجبني فيهم رغم طلاق بوهم من امهم و بوهم غايب عليهم 14 سنة يلوجو على بباهم حاجة باهية  برشة في المجتمع ريتو الفرحة كفاش ...ريتو اللمة  ...بلا بو و ام  مهيش معيشة و اغلا حاجة عندي انا ربي سبحانو و الوالدين ...نقولهم ربي يدوم محبتكم  و ربحتو حاجة في الدنيا هي رضاية الوالدين . اخوكم مراد من الجزائر,1
ديما متألقة بنجاحاتها  و  راح تكون ممثلة  مسرحية و تلفزية  كبيرة,1
خليتونا عار بين العرب,0
ملا حيوان في الساعة يحكي ساعه و نص اسكت وهف يهزك,0
mast last,0
لعنة الله على اعلام العار ياشلايك هاكا مستواكم يابهايم,0
تفوووه عليك يا خامج يا مسخ تجبد في أسيادك يا وبش يا مريض برا ألقى حل لروحك خير الإفريقي تشرفك و تعرفك و مسخ كيفك مايجبدش الإفريقي بجلغتو خاطرك خامج ماكش متربي ستنا تطيح بين يدينا والله لا نرحموك أتو على قريب تجيك غير حضر روحك برك والله نشوفك نبزقلك على منضرك يا رخيص كي إنتي كالحوار التونسي كي إعلام العار لكلم خماج و عقدتكم الإفريقي نحب نقلك داركم تطيح و الإفريقي لا يا جبري و الإفريقي عقلية و ساكنة فينا غصبا عنكم لكل و حاولو تعملو حاجة أخر حاجة بش نقولهالك تفوه عليك يا وبش يا رخيص أندادك,0
مايعجبنيييييييييييييييييييييييييش,0
والله لطفي العماري كان يحطوه رئيس لتونس ما يخدمها مليح و الله فاهم اللعبة في تونس ملييييح مليح برافو كلامك في الصميم يا لطفي عكس شكيب,1
عائشة  ياسر مصطنعة وما تتصرفش على طبيعتها تضحك تقول روبو,0
est ce que je suis supposé patiente jsq où vous allez suspendre le service ou bien vous désirez me force une facture pour un service que je n' ai pas eu ?,0
"Ma3jbtnich , dawer mouch mwetiha :/",0
Ma7leha simple est belle la 7omiiir la dobiiiii3',1
محلاها الجاااست بكاوني الهموم   :'(,1
Rabi iwaf9o,1
شكيب تحسو رجع يسلك فيها جويني مع  توفيق هههههه,0
que de l'arnaque,0
Massta lassta !!!!,0
توفيق الغربي وسخ اعلامي و ثقافي و سياسي,0
est ce que c normal tt ca?,0
jabri wimnayek,0
Jaafour lim3alem,1
7low,1
جمال وصوت راءع وثقة بالنفس  انا عجتني برشا  ربي  يوفقك اميمة,1
"famma tonalité, w mrigla,",1
Bravo a3jabtni,1
والله جعفر القاسمي إنسان خلوق وحتى تفدليكو مقبول إنسان إجابي,1
hhh slee3,0
برافو,1
😠😠,0
إن شاء الله,1
"ربنا يشفيكي يا رحمه ويخليلك ابوكي احن اب فعلا تحياتي لشعب التونسي""",1
ههههههههه ياااااا معلم ههه :-) :-) :-) :-) :-),1
ماصت شويه,0
احتراماتي لجعفر و نور,1
جعفر القاسمي ما فاماش برشا في تونس  ربي معاك  جعفور,1
انسان تحفون و ضحاك و ضامر مايمثلش كا يخرج قدام لعباد و يحكي على طييعتوا انت ولد الشعب وتستحق اكثر تقدير على الركح,1
عهر و عراء و فضايح ..الله يهدي .....,0
 Bon plan,1
"هذا ما يسمى بالمرأة الحديدية""",1
ربي معاك ومعانا بنيت عمي,1
هاك البهيم امين المنشط سآل سؤال غبي برشة وقال اما أخطر ارهابي او مثلي .ههههههه يا بهيم تقارن في ارهابي قاتل مجرم بطحان يعطي في ظهرو,0
بالبلادة متاعو نحبوه #مهبول_هههه,0
جعفور ديما منور القنوات التونسية,1
مرأة بألف رجل,1
hhhhhh bravo,1
Tla3 9bi7 echayouba hahahahhaha,0
Bravo,1
برافو الرحموني والله بردلي على قلبي,1
bravoooooo wallah :),1
تفوه عليك وعلى برنامجك تتجلطم عالفريقي يا مسخ تفوووووووه,0
برافووووو الليلة عجبني ...,1
Nahabha,1
اكبر طحان في تونس,0
نحن نعشق الحوار التونسي,1
Hata o5tha mas9tha ra9dt m3a rajel li t7bou o5tha tstahl,0
wa7da 5amja kif bouha wo omha jaybinne mass5a5dmettha t3arri bzzazelha wo chkoune y7eb yrkeb tfouh ...........,0
هوا صحيح ماصت برشا اما الزناطير إلي يسبو فيه أمصت منو,0
التافه والتافهة محلّمها قناة تافهة........الفتان  يجالس المبدعين في مجالس الابداع والثقافة والعاهرو العاهرة لهم مجالس اللواط والمساحقة,0
شخصيه بدر حلوه اما انت منعرفوكش بالقدا ربي يهنيك,1
Hasbi Allah fikom,0
"راو احمد بيدو كان يتبع في المثليين وداخل معاهم هههههههههههههه""",1
Ma7lekom ena zeda in7ibkom,1
"Miskiin bader :, ( sa5feni wlh",0
Akbar masat ou Akbar lasatt ou brabi kifech ijibou fih fil television,0
ممصطها,0
mafamech hal ?,0
منحط لا تربيه لا ثقافه تو من قلة المسرحيين جايبينو هنكره و تو هذا تسميوه مسرحي من اصلو,0
حنان عسل,1
3assoula mcharfetna,1
Vous êtes chiants,0
تافه وحتى المخرجين الي اتعامل معاهم يعرفوه هاك علاش ما يعطيوه كان دور قوااد والا عساس والا لحاس,0
واحد كلب كبير .,0
Kafon w5ye barjlya m3lim,1
hanounaaa la3ssal <3,1
رني رني علمو الشعب الدياثة و القحب,0
توفيق الغربي ردىء ومبتذل,0
Marek tjibo feha,0
ناسي روحك إنت زاده قفاف يا ماسط  الإفريقي أكبر من جد بوك يا طحان,0
Monafe9 w la7ass,0
 المدرسة الثانوية,1
😒😒,0
tbarkall 3likk amna,1
هاك آللحاس لطفي لعماري بدلو وجيب راجل,0
Bravoo sami amma 9oulana chkoun wald si chrif,1
Yaatik  el saha  ya  alaa kima  farahtha  bravo   !!!!!!,1
بورجوليا يا سامي نكتلها امها بقلة الحياة,0
بري روحي مخيبك,0
svp faites le necessaire pour que la coupure sera la dernière,0
ممثلة انقدرها برش ..روعة في الابداع و الاتقان برافوووووو🌺🌹🌹🌹🌸🌻🌻🌻🌺🌺,1
Un grand bravoooooooooooo walid eltounsiii,1
Franchement dis #تعجبني,1
تفوووووووو  حيوان و ماهوش متربي  . الله لا تربح الي جابك و رباك,0
oui j'ai de tonalité,1
Ya3tik esaha naji jalloul,1
oui ça marche,1
Southa 5ayeeeb,0
"C énervent, en 2 semaines un calvaire",0
نظف برنامجك يا سامي من الفساد مش غشك للدولة تحطو في التلفزة,0
انحبيك و صوتك مزيان,1
"""Hhhhhhhh bravo wlh _x000D_",1
سامي الفهري مبدع وعن جدارة بالرغم جراة الاعمال اللي يقدم يقعد ديما مجدد مش كيما جماعة الوطنية الاولي والثانية ونسمة وحنبعل برافو  سامي واصل انت في الصدارة,1
Merci nawfel ki jibt a7la fanana fi starac a7la i7sas w a7la a5lak nchalah ta3mel haja kbira fi 7yatha courage ma puce,1
محلاها هيا اما الميكانيك احلى,1
ولاد الهجالة موش مفيدة !!,0
اخساره وصلنا لمستويات منحطه وكلام شوارع   احنا توانسا لينا حرمتنا  يزونا قالك فن  وابداع ملا,0
ماتجيس في ظفر أحمد الاندلسي .. ماعنتها إنسانة تافهة .و غالطة في روحها ..,0
 دائمًا ما تكون مزدحمة جدًا ، لذا يمكنك حجز طاولتك بشكل أفضل قبل أسبوع ، لكن الأمر يستحق ذلك نظرًا لالتقاط الأنفاس ، خاصة عند غروب الشمس,1
😭😭😭😭😭😭😭😭😭😭😭😭,0
mala wahra fik ya ja3four w rabi ykather menek nes,1
9adakch bhima ma8a3rek .. 7altek 7lila :-O,0
اني نحبك بارشا يا وجيها انتي مومثلا شاطرا,1
ماسط .بليد .مارزن ز..ام ملايكتو .هو امين شكارة وقارة هزو وامشي ن... الله لا يردكم وخلي يرجع الفرطاس نوفل والله طيارة عليك ويا ليت ترجع مية القصوري .,0
bravo leha,1
مدام محرزيه محلاك نفتخر بك أنت قدوه للمرأة التونسية قمه في الثقافة و الأخلاق العالية براااافوااااا,1
Kafon isem 3la mosama ;),1
C déjà fait,1
رجل,1
maset laset kil klaset tefeh ou mereg,0
غطي شعرك وهو عامل كي العبيثة واحترم شيبات الشيخ راهو فيسع يسخن,0
Nchallah lyoum 5ater faddit bsaraha,0
j'ai fait la configuration aussi comme demandée dans le pdf de topnet,1
تافه وحتى المخرجين الي اتعامل معاهم يعرفوه هاك علاش ما يعطيوه كان دور قوااد والا عساس والا لحاس,0
bravo,1
ربي يحفضكم انتم بنات اصل,1
حسيبهم ربي في شهر فضيل يحكيو علي حكايات العهر والفساد,0
قرده 🤓🤓🤓,0
الحمد لله يا ربي هاذي الحلقة تعدت خفيفة و تحفونة منغير الهرج متاع السياسيين يعطيكم الصحة ما فقتش بالوقت كيفاش تعداا,1
oui tsal7et,1
عجبتني الفائزة محلها,1
malla 9a7ba,0
نكرها على خترها تشبه لطفلة رخيسة نعرفها,0
روعة حضور  أسطوري صورا جميلة   لكل الفنانين توانسى .أنا من عشاق الفنانة ذكرا محمد  الله يرحمها,1
tayara yhabel,1
يعطيه الصحه نشا الله يكون محايد,1
يا توفيق راك ما فالح في شيء عزك ساكت و إن شاء الله تتعدى,0
ana te3jebni en plus 5ademma,1
Akthaer i3lemi jeri2,1
A7sen we7d fi syesa,1
Kalb kbir,0
j'attends encore votre réponse. je crois que je vais voir avec vos concurrents ça sera mieux. d'après les réclamations que je vois chaque jour votre service tend vers le médiocre malheureusement.,0
منذ شهر و انا لا أتمتع بالادسل و لم يقع تغيير المودام  ارجوكم احترموا حرفاؤكم,0
espérons que le problème serait résolu prochainement,1
Bravo mou9deed,1
😠😠😠😠😠😠😠😠😠😠😠😠😠😠,0
😡😠,0
wahdeeeek ja3fouuur tahia kbiiiira mn dzayer lik :*,1
Barvo ♥,1
 عمل جيد,1
انت رجل البلاتو الليلة 👍👏👏 براااافو وليد,1
yé m3allem yé jaziri  7oudour w a5le9  w tha9afa yé 3ini 3lik,1
Nn ma3jebnich,0
Marzen mleyektou,0
Makyabb southhha,0
Rajel 3alami mafamech kifou n7ebouk barcha,1
أميمة أنت شرفتي تونس يا فنانة,1
Ma7la zinhom masab jew fama e5wa kifhom,1
Hhh ma7lah kimo,1
فضائح,0
9illet torbiya pas plus,0
ممثلة ممتازة,1
TA7FOUN BARHA,1
Hhhhhhh thabbbbbbbbl,1
Bravo,1
قيمته لا يعرفها إلا المساجين لا يستحق أن يشاهد,0
A7la amin,1
7sin dik fenen rai3,1
👿👿👿👿👿,0
تفاهة وقلة حياء,0
M3alem (y),1
تحفونة وضحكتها عسل,1
😠,0
M3alem,1
ياتوانسه بالله فيقوا فيقوا اعملوا انقلاب علي هالكلاب،،،،،،,0
ملاعين أسأل الله العظيم رب العرش الكريم أن لا يبلغكم رمضان إلا وقد حلت عليكم مصيبة ياسبب هلاك البلاد والعباد,0
فنان تلقائي اللي في قلبو على فمو,1
👏👏👏👏👏,1
مرا تونسية و عليها الكلام  زينة يا بنت القمح و بنت الشعير ما احلاك خليييييك هكاكا ❤️❤️❤️,1
ma7lek ya ja3four dima mwaher hhh :*,1
العيب موش فيك. العيب فالجابك للتلفزة,0
نور شيبة ياسر عجبني باأخص في حديثو عن ناجي جلول,1
Ana n7ebha,1
Ravi de vous connaître ,1
tfouh 3likom ya kleb entom w awled moufida w moufida,0
Ye3jibeniii barchaa ...ou rabii m3ah 😂😂😂,1
service bidon,0
Tayara,1
مااااااااااااااااااااااااااااااااااااااااااااااسط...................._x000D_,0
Tayara,1
Bravo,1
حلقة عالمية علخر خاصة كي بدر خطف بدر الصغير ههههه,1
te3jibni,1
???? Mkomch norml,0
كلك فاسد مسخ يافار لحبس عبيثة نعن زبور أمك ياطحان ياولد قحبة,0
Massta yessir,0
مضروبة في روحهاا و عاجبتها روحها و تحكي ببرشا إستعلاء,0
men ar9a el aswat,1
tbarkallah alik yassine ben guamra,1
نحب نقلك راك ممثلة فاشلة ومصابة بجنون العظمة الي يشوفها تحكي يقول هذي ممثلة في هوليود ماخذة الف اوسكار وهي موش معروفة من اصلو,0
قاعد يكبس في رحو و هوة كي تافشة و حيد اصلع و بهيم حشاكم,0
Mhaffa wdamha bered,1
Baravooo sami mousalsel tayara,1
جاوبونا رانا باش نطرشقو,0
Nour Chiba a7la fannen nchallah dima m'en 7asan ils a7san wrabbi m3ak yq a7la fannen,1
مقرف لايقبل الحوار الممثل او الفنان ملك الجميع انا مثلا في المستقبل معادش نتفرج فيه  شىء مقرف  قواد شعب  طحان  ميبون,0
Tfih 3alimarik kifik ki 5ouk lemsa5 tawa a3rfit kifécj etbdil bohoum min jrayir hath3alib -_-,0
bravooooooooo,1
Merci d'abord,1
Y'a ami mo9ded rak maseeeet,0
T'as une grand penis ?,0
Tbarkallah 3leha a7la mi. Lilya w o5tha hhhh rabi yhanik,1
"Lotfi yamhabilhom,,wa7dk yam3aaaaalem",1
😒,0
ماسط  اكبر بهيم !!!  ح ش,0
je tien a vous confirmé que ma première ligne adsl 71629119 est up. je vous remercie,1
Oui 3alemiya 😚😍😘💕,1
مرا و عليها الكلام,1
Nmout 3liha,1
chlaaikkkk a5errrr zemannn malaaaa marekkkk. w ziddd lbarnmejj zadaa i3aifff,0
صوتها حلو,1
Bravo,1
مشا مريقل و بعد فسدها عائلات تتفرج عيب والله,0
نحيتو راس بصل و جبتو راس ثوم 😑 ممسطو ولا حول ولا قوة الا بالله !,0
mchlh 3lyha khadija ta3rf tmathel,1
مغروره,0
Mamstek karim,0
5raaa,0
مية الكسوري كرهتني في البرنامج قبل ما تتكلم نعرفها آش باش تقول . ليس لها مهنية صحفية ... دائما تميل لجهة واحدة ... مثال الإعلامي المتخلف... شنيا خدمتها الحقيقية؟ أكيد كانت فاشلة,0
A7le welad mofida,1
ma7leha sahriya ma3a kafon <3,1
bravoooooooooooooooooooooooooooooooooooooooooooo...ooooooooo hhhhhhhhhhhhhhh,1
عار جديد و فضيحة جديدة الله يفضحك يا علا..جيب حكاية نضيفة لازم توريو للعالم الي توانسة زبالة??,0
Zibla w maskha tfouu aliha,0
هههههههه محلاهم,1
Bravooo wlh ta9a incroyable,1
كريم طيار,1
مرجتنا عاداتها ليلة كاملة و هي تهبط فالمريول و تعريلنا في كتافها بففففففففف,0
5amsa w 5mis 3lik ya si khaled,1
problème résolu,1
Ma7lh lmaryol,1
raw3a bravooooooo,1
هشام الخلصي نحبوا من قبل و زيد ظهر إحب الترجي حبيتوا أكثر #bravo_hichem :-*  _x000D_,1
 إنها مصممة,1
Hhhha  barvo,1
9elet torebya,0
ama metrobbiiii,1
"يا ماسط,تبكي موش تضحك",0
3saaaaaaaaaaaal hhhhhhhhhhhhhhhh :p :p,1
فكره حلوه و تضحك حتى نحن مستحقين الضحكه يعطيك الصحه يا سامى ربى معاك و يوفقك,1
أحسن ممثلة في تونس ♥♥,1
آه ريق إلبارد وقلة إلحياء,0
برافو امين حلقة متميزة ...ضيوفك من تراز رفيع بردتنا على قلوبنا من نبارة...ونقلك يا انصاف اليحياوي راك دائما متالقة او مزيانة ..اشنوا السر؟؟؟؟؟,1
😖,0
Raw3aaaa,1
قناة الوسخ,0
Ja3four enchallah dima mnawer ya m3alem enchallah rabi m3ak w waf9ik,1
Yhabbil,1
Tahan bil bala,0
oui bravo,1
Ha binti bari raW7i,0
❤❤,1
Ma7lek w mazinek,1
راجل وسيد الرجال,1
kelb,0
moch hram?,0
🖕🖕🖕,0
محلاها عسسسسسل,1
ضيف غير مرغوووووووووب فيه,0
Mabldou,0
Tfou,0
"helket o fasdet nsibti la3ziza, lamen9alleha barri rawhi fok 3lek",0
mouch motrabi rached,0
J ai réclamé pas mal de fois mais sans succès,0
تعجبني متخلقة و من أعضم الممتلات,1
عسوله,1
M7lek weld bledi nchallh dema mnewerna :-),1
3asla,1
w barnemjek nchalah yfai9 la3bed _x000D_,1
Taw nil3bou??,0
جاهل و متخلف ويحكي على الثقافة كي العاهرة الي تحكي على الشرف,0
ماسط لاسط ... :p,0
T3ayaf ffffff ffffff,0
ابتذال وسفالة بدون حدود .,0
"""ووووه اش كرهتو ها المسلسل _x000D_",0
احترمه كثيرا,1
Rabi krim w rahmtou wes3a,1
يهلكهم ربي,0
برافو,1
Ta7on,0
مستوى متدني يدل على مستوى صاحبه,0
ميبون كبير ومنافق وسامحوني في الكلمة,0
راجل طحان,0
ماسط,0
غبي لدرجة تجعله يتخيل ان المشاهد لم يتفطن للونه النهضاوي من أول ظهوره في هذا البرنامج مقاطعاته المتعمدة لكل متدخل يتكلم في الترويكا و خصوصا النهضة وحلفائها فيه استفزاز الى حد التشويش  .,0
😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,0
Bravoooooooooooo sami,1
Amouna ya masset kil 3ada 3awdtna bemsatek wdhyefek kifk,0
تو نبدل مع قلوبال نات,0
Merci quand même,1
ya3tik esa7a ya welid nwartha bsoutek,1
يا....كلب💪💪💪💪💪💪💪💪💪💪,0
ماسط لاسط من قبل مش من تو. ...و قداش ظهر hypocrite  في هاك الحلقة متاع ca me di rien متاع التنويم المغناطيسي وكي تفضحو   عملو رواحهم يفدلكو,0
bilahi hak message mta3 il3ad matab3thhoulich rani hfadhtou,0
clochara,0
برافو سامي خدمة ياسر تحفونة,1
توا بربي هذا مستوى متاع فنان مسرحي مثقف ؟ انا نشك الي هذا قاري مسرح ،واحد جاهل منحط,0
Ma5ybek walah,0
Azouza w amla hala,0
Tfouhhhhh,0
برشا حب والا قلة حياء ؟ ياخي تونس دولة اسلامية والا؟؟؟?,0
متأكد,1
Bravo samir safi said ne7tarmo barcha liano sadek w fahem l histoire kol,1
"""kamcha khab w mabna yhebo ydakhlo liblaid fi balbla jdida w nitelho bahom..._x000D_",0
كلاب,0
انا امي صفاقسية و محسوب صفاقسي مولود و عايش هوني في صفاقس اما الصفق خايبين عنصريين و حقارة و مسمامين و ما يحبوا حد و دينهم الفلوس و المظاهر,0
ههههه كثر الهم يضحك قال لعائشه كي تقلك امشي زور قريه في مصر اسمها يوسف الصديق و امين باهت في الاسم بالك سمها على خاطر هالزنديق اسمها يوسف الصديق نسبه لنبي يوسف عليه السلام ملا كمشه جهال لموهم اليوم نخبة تونس في الخمش و العار و قله الحياء,0
الله يذلكم و يلعنكم يا اعلام العار و الفضايح,0
 لقد كرهت الخدمة والبطاقة.,0
je crois ke vous avez dépasser les meilleur délai,0
لعنة الله عليكم,0
masta lasta ikeb is3oudkom,0
rak 3salllllll,1
قطوسة أجمل و أحسن ممثلة في تونس :-),1
Mamseeetha,0
مرزنووو و أمسط من حكة الطماطم بو رطل,0
😭😭😭,0
الخوار التونسي ناس منافقين .باعو رواحهم بالفلوس .تخلوا على دينهم و اخلاقهم و قيمهم ،و يا ليتا تسكر,0
إن الإعلام في تونس في ظاهره لا يزيد عن العار و في باطنه كذب و تزوير,0
bravo,1
ما أحقرَ بعض البشر..,0
"ja3four y bogoos … nchlh dima men 7asan ila a7san ,wasel :*",1
Mahlek💖,1
Bravo 3rafet cheniya tejawebhom,1
"جعفور وحدك ""انت معلم""",1
ça fonctionne,1
Machallah 3aliha,1
انا في دبي و نتفرج فيه كل يوم مسلسل  حوماني تونسي عالمي,1
Mast,0
bech n9os waldeha cnx ki tama3 narfa3 9adheya nkhales f cnx mish temchy,0
malla jard w tfouh 3ali jaibou lil barnaimej,0
M3alem.    Yetkalem,1
احترم هذه السيده,1
Tefou a3lki w 3alhi,0
te3jebni malgré tous kito5rej hiya lechare3 t7es elli twansa mazalou b5ir malgré eli sayer fibladna,1
وليد التونسي راجل ولد راجل تونسي أب عن جد,1
mamsetek ya si z...,0
كريم يا معلم,1
"برشا فنانين قدمو و إنت ديما اللتالي ليس القدام فيق على وضعك""",0
Mala maseeeeeeeeet,0
Ya rabbi 😕,0
Taaaaaaaaaayaaaaaaaara el7al9a ENA nadh7ek bedmou3,1
ماسط لاسط ها الراجل وزيد ما يعرفش يحكي pffffffff,0
ana dohretli yasser mezyana,1
mahlehom,1
حليلك يا مهدي شنوة باش تقاصي 😑😕😑😕,1
wlh akber sa9et,0
Maset lassetttt,0
امصط (كمودي) واكبر طحان ومسخ,0
اللكزة,0
Ma chaalah,1
5555iiiiittttttt,0
😡😡😡😡😡,0
ينعن ديرربكم و ديررب لمخير في ديربكم,0
حثالة ملخر,0
Bou zinou,1
great,1
باولادي تحس موش تمثيل تقول بالرسمي برافووووو,1
Bsara7a maya3jebnich lé howa lé ghnayatou,0
"قناة منافقة وتخدم في الشر""",0
maset,0
7amdoulah,1
بصراحة مثقفة و تعرف تحكي,1
 I like it,1
عندوا القبول و انشاء الله ربي معاه,1
Hey le9a7b jet,0
😘,1
masta brabi ken zet chwayia fel fente wallah ma tehchem ikeb saadou liberalisme,0
maset laset w zid mase5 3o9dtou nahdha w 3andou mochkla m3a dine cheka fih mol7ed,0
7ata tarf la 3la9a el marzougi my hounech effffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0
w 5edmetkom 0,0
Ana n7ibha,1
Bravooo  chab3a dhahek,1
rajelll wlh farhat 3la barcha 9loub,1
M3lm bader,1
Walah 7al9a mouch normal walhi bravooooooo,1
(Y),1
Ma7lek bravi,1
Yaatiha elf sahha,1
Bravo 👏 wasel w Rabi m3ak . ama enti motroby w machalh 3lik w ana personnellement fanek y3jebni w yeser 7lew,1
توا هذا كلام يتقال في التلفزا ملا زاندينات تجيبو فيها و الله الإرهاب شواية فيهم تفوه عليك ملا قناة  fuck قناة الحوار التونسي اخ تفوه,0
kil 3ada,0
يعطيكم كارثة ياكلاب ياهمال يامرتزقة يافجار,0
Kelb ben kelb,0
encore un msg copier/coller,0
Ma7lekkk ma7lek ma7lek mra ta3ref ta7kii w mittha9faa w te3jebnii yesser <3,1
m3alma,1
😫😫😫😫😫,0
TFOH A3LIK  MAY3JBK CHAY WBINESBA LIDIN NA3RFO 5IR MINK EBARCHA,0
انسان تافه ماسط لاسط مقرففففففف,0
نوفل الورتاني ماعادش تكتب ؛ الحلقة الاولى فاشلة,0
T3awef.w mati5rejech 3liha lfinesse,0
Mata7yech,0
والله عيب تكسير كلام ربي كي إنتي لا عمرك حليت كتاب قرآن ماو أسكت لا و الفضيحة سي لطفي العماري و الجمهور لكل يسقفو على أساس قراها بالصحيح,0
هاي الرهوط الفاسدة .ياخي هالبڤرة آش مخرجها مل الكوري مع البهايم..غريبة!!!!!!!!!!!,0
bravooooooo jaloul wallah,1
ma7lha ishariya ya3tikom isa7a w huisse ma7lk rak to9title,1
برجولية راجل ومعلم والله لا كنت نتصورك هكا bravo,1
في رمضان يقولو يغيبو الشواطن اما تحضر قناة الحمار التونسي,0
ملا شخصية صبري تحفون برشا,1
A9wa tha7ka mousalsal habla 😘😘😝,1
Mast,0
الله يسامحكم في هالمنشّط ياسر دمو رزين و ماسط امين,0
شرفت الفن في تونس مطربة و فنانة كبيرة,1
bravo wlh yaser thamriiinnnn,1
كثرلها بالمساطة -_-,0
ما عجبتنيش,0
أشبيه ماسط هاكا إيقول لشكيب نهضاوي علاه ما يسألش لعماري أشبيه من النداء,0
3jibtni fil klem likoltu ama leken lkolo fan,1
C pas logique du tt,0
انحب انقول لحسين الديك انت في قلوبنا و قلوب سورين تونس وا لا سوريا بلاد واحدة,1
N'importe quoi,0
khamej barcha,0
تعجبني مواقفو صحيح تحسو منرفز آما يلزمو يعمل هكاك خاطر إعلامنا يجيب في الباهي ويحب يطيحلو من قيمتو برافو صلاح,1
انتي ممثلة انتي اكيد من السحاقيات,0
هز مارق جيب مارق,0
الشيخ عبد الفتاح مورو علم و ثقافة و دين و أصالة ولازم احترامه وعيب نبيعو ونشرو في العلماء.,1
Flop 3ale5rr !!,0
Mashalla,1
"""راجل والناس زادت حباتو على مواقفو الرجولية ._x000D_",1
w mani 9otlik ma kallamni 7ad,0
Wallah fr7tlou mabrouk brvoooo byrem :-*,1
mawatehech el dawr hata tarf,0
برافو وليد,1
مرا مغرورة ياسر في بالها كان هي مزيانة اما خسارة .....,0
جعفور لمتواضع جعفور لمتخلق ربي معاك ❤️💪,1
😡,0
هذا حيوان وليس انسان حتى الشهادة ماشهدش .,0
👎👎👎👎👎👎,0
5amej ta7an,0
Masssta lasssta koul hiya matekelch thaw bellehi barrra ara wejjek kadech kla thaw w botokx,0
( فوزي بن ڨمرة ) تربية + أخلاق + إنسانية هكة فنانين إمتاعنا إنحبوهم إكونو البرافو فوزي واصل,1
Okay merci pour votre disponibilité,1
Mwaher ya ja3four,1
😡😡,0
ya chakib bara chouf 9asmek 3ala rebi rek mase9 w man9ek maset w bkoulek masset,0
ya3tiha ysaha,1
Tafhaaaaa,0
5rit fih,0
واحد معدة يالطيف,0
حلي مشكلتي عدي. شهر,0
barcha bravooo,1
Zbala taya7 9imet elbarnamej,0
برافوو نور,1
ماااااااااسط حتى بالقارص ميتهضمش,0
O wahdak. Ya. Ma3aLem.  Rabi.  Em3ak.,1
ye3jebni...ensen mo7aaayed mouch ki laslala3,1
😱😨😭😭,0
محلاك يا ريم قداش عندك شخصية ووهرة وكار هههههه,1
heyla,1
Wlh frehtlo men 9albi,1
Tffoooo,0
"""اصلا جمال روحك  . وربي يشفيك إن الله مع صابيرين  _x000D_",1
Machal,1
A7la ja3fouuur barvo ja3fouuur ya m3alam j'aime ja3four,1
Ismeek nour w intii nour ♥♥♥,1
راك ماسط,0
ياسر كذب .....,0
Chalkka,0
Kafon m3alem w lbrima y3aredh,1
Maset;3oka,0
يوتّرني حضوره و تعليقاته الموجهة و مداخلاته التي لا تخلو من المغالطات....صدقوني يمرضني وراسي يوجعني و ينرڥزني,0
"وجيهة الجندوبي "" إنت معلم و إحنا منك نتعلم """,1
yezzi bla dharbane lougha rana t3ebna rak 7aj ya 7aj hhhh,0
عسسسسسسللل والله,1
راجل,1
جعفور أنسان طيب و ربي يعطيه عاى قد قلبو  <3,1
والله تحية وتقدير للاب او ربي يشفيها هيا,1
Maasta hia w enti w lmosalsel lkol,0
Mamestoo,0
العفو🙂,1
Je déconseille les gens de s'abonner avec topnet,0
Hanen brava,1
كلب,0
oui je suis satisfait,1
3ejbetni el song aman n7eb 3liha,1
Tayyyara tbarkallah 3lik,1
معلم و صاحب الفكاهة في تونس,1
wa7adha,1
Mamstou,0
